datafile_as_of,ff,significant,serious,report_number,supplemental_number,report_received_date,report_type,operator_id,name,operator_street_address,operator_city_name,operator_state_abbreviation,operator_postal_code,local_datetime,time_zone,daylight_savings_ind,iyear,location_street_address,location_city_name,location_county_name,location_state_abbreviation,location_postal_code,location_latitude,location_longitude,total_cost,total_cost_current,injury_ind,injure,num_pub_evacuated,fatal,cause,cause_details,material_involved,material_details,narrative,unintentional_release,installation_year,decade,street,city,state,geoid,state_code,county_code,tract,geoid_clean,GEO_ID,NAME,P1_001N,GEO_ID_clean
2/28/22,NO,YES,NO,20110387,15356,11/29/11,ORIGINAL,20010,"UGI UTILITIES, INC",1 UGI DRIVE ,DENVER,PA,17517,10/31/11 13:30,,,2011,10 MANOR AVENUE,MILLERSVILLE,LANCASTER COUNTY,PA,17551-1123,40.0084,-76.3583,461680,547357.498922227,NO,0,,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"ON OCTOBER 31ST AN EXPLOSION OCCURRED AT 10 MANOR AVENUE IN MILLERSVILLE, PA. DESTROYING THE BUILDING. THERE WERE NO INJURIES OR FATALITIES.  THE SOURCE OF THE NATURAL GAS INVOLVED IN THE EXPLOSION WAS FROM AN 8"" PE GAS MAIN THAT WAS DAMAGED BY A HORIZONTAL DIRECTIONAL DRILLING (HDD) UNIT INSTALLING CONDUIT FOR FIBER OPTIC CABLE.  ALTHOUGH THERE WAS CLEAR EVIDENCE OF THE PE GAS MAIN WITHIN THE CONSTRUCTION PATH, AS IT WAS IDENTIFIED WITH YELLOW PAINT ON THE PAVEMENT PRIOR TO THE INCIDENT, THE THIRD PARTY HDD CONTRACTOR FAILED TO VERIFY THE PRECISE LOCATION OF THE GAS MAIN BEFORE THE DAMAGE OCCURRED.    A (16)- AN AREA WAS EVACUATED (2) BLOCKS EAST AND WEST OF THE INCIDENT SITE AND (1) BLOCK TO THE SOUTH. AN EXACT NUMBER WAS NOT AVAILABLE.    A- (4, 17 A & B). THE INPUTTING OF ACCURATE TIMES WAS DISCUSSED WITH THE PHMSA INFORMATION RESOURCES MANAGER PRIOR TO SUBMITTING.   4- THE TIME OF THE EXPLOSION WAS 13:30  17 A- THE TIME THE OPERATOR BECAME AWARE OF THE EXPLOSION WAS 13:30.  17B- OPERATOR ARRIVED ON SITE AT 12:24,  BASED ON OUR RESPONSE TO A CALL FROM LOCAL EMA AT 11:57 OF A POSSIBLE LINE STRIKE AND LEAKING GAS .  IF IT IS DETERMINED FIELDS REQUIRE CHANGING THIS CAN BE ACCOMPLISHED IN A SUPPLEMENTAL FILING.",729.0,1998-01-01,1990-1999,10 MANOR AVENUE,MILLERSVILLE,PA,420710136011015,42,071,013601,42071013601,1400000US42071013601,"Census Tract 136.01, Lancaster County, Pennsylvania",3453,42071013601
2/28/22,NO,NO,NO,20110388,15428,11/29/11,SUPPLEMENTAL FINAL,18536,SOUTHWEST GAS CORP,8350 S. DURANGO DRIVE ,LAS VEGAS,NV,89113,11/1/11 1:23,,,2011,SAINT ROSE PARKWAY AND EASTERN AVENUE,HENDERSON,CLARK,NV,89052,36.00706,-115.11393,74871,87951.1911956711,NO,0,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"AN OPERATOR WORKING FOR C.G. AND B. ENTERPRISES STRUCK AND DAMAGED A SIX-INCH PE MAIN WITH A TRACKHOE WHILE EXCAVATING TO INSTALL A WATER LINE IN THE INTERSECTION OF SAINT ROSE PARKWAY AND EASTERN AVENUE IN HENDERSON. LINE LOCATION MARKS WERE PROVIDED FOR THIS SECTION OF MAIN, HOWEVER, THE MARKS WERE NOT WITHIN TWENTY-FOUR INCHES OF THE FACILITY.  NO DEATH OR INJURY RESULTED FROM THE INCIDENT AND SERVICE TO 2317 ACTIVE CUSTOMERS WAS RESTORED AFTER THE MAIN WAS REPAIRED. THE INCIDENT WAS TELEPHONICALLY REPORTED TO THE NATIONAL RESPONSE CENTER WHEN THE ESTIMATED INCIDENT COST TO SOUTHWEST GAS WAS DETERMINED TO EXCEED 50,000 DOLLARS.    SUPPLEMENTAL:    FOLLOWING THE REPORT SUBMITTED ON NOVEMBER 29, 2011, ADDITIONAL DETAILS WERE DISCOVERED. AFTER THE EXCAVATOR FAILED TO MANUALLY DETERMINE THE LOCATION OF THE DISTRIBUTION MAIN WITHIN THE AREA MARKED BY SOUTHWEST GAS, THE EXCAVATOR DID NOT CONTACT THE ONE-CALL CENTER OR SOUTHWEST GAS TO REQUEST ADDITIONAL LOCATION INFORMATION AS REQUIRED. INSTEAD, THE EXCAVATOR BEGAN POWERED EXCAVATION OPERATIONS AND DAMAGED THE DISTRIBUTION MAIN.    SUPPLEMENTAL:    FOLLOWING THE REPORT SUBMITTED ON DECEMBER 9, 2011, ADDITIONAL DETAILS WERE DISCOVERED. THE EXCAVATOR WAS NOT REQUIRED BY STATE LAW TO REQUEST ADDITIONAL LOCATION INFORMAION. ACCORDINGLY, THE PREDOMINANT CAUSE WAS INCORRECT FACILITY RECORDS/MAPS.",646.0,1995-01-01,1990-1999,SAINT ROSE PARKWAY AND EASTERN AVENUE,HENDERSON,NV,320030028461010,32,003,002846,32003002846,1400000US32003002846,"Census Tract 28.46, Clark County, Nevada",5725,32003002846
2/28/22,YES,NO,NO,20110389,15449,12/2/11,SUPPLEMENTAL FINAL,13840,NORTHWEST NATURAL GAS CO,250 SW TAYLOR ST ,PORTLAND,OR,97204,11/6/11 11:39,,,2011,763 SE HIGH STREET,HILLSBORO,WASHINGTON,OR,97123,45.51289039,-122.9770225,80000,95471.7750152843,NO,0,5.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",OTHER,CAST ALUMINUM,"AT APPROXIMATELY 11:39AM ON NOVEMBER 6, 2011 NW NATURAL WAS NOTIFIED OF A HOUSE FIRE AT 763 SE HIGH ST. IN HILLSBORO, OREGON.  NWN FIRST RESPONDER ARRIVED ON SITE AT ABOUT 12:08PM TO FIND THE FIRE DEPARTMENT ON SITE AND WORKING ON CONTAINMENT.  FIVE PEOPLE HAD SELF-EVACUATED DUE TO THE FIRE.  ACCESS TO METER AND REGULATOR, WHICH WERE IN THE GARAGE, WAS DENIED UNTIL FIRE DEPARTMENT EXTINGUISHED FLAMES AND HOTSPOTS. UPON ACCESS TO METER AND REGULATOR, NW NATURAL'S FIRST RESPONDER FOUND A GAS LEAK AT THE RISER VALVE CORE BECAUSE PACKING GREASE BURNED OUT AT CORE FROM TEMPERATURES GENERATED BY THE FIRE.  THE GAS WAS CONTROLLED AND REPAIRS WERE COMPLETED BY APPROXIMATELY 3:51PM.        NW NATURAL DOES NOT HAVE A REASON TO BELIEVE THAT NATURAL GAS WAS INVOLVED IN THE CAUSE OF THE FIRE, HOWEVER, THE FIRE DEPARTMENT'S FINAL REPORT LISTS THE CAUSE OF FIRE AS UNDETERMINED.",0.0,,,763 SE HIGH STREET,HILLSBORO,OR,410670325013063,41,067,032501,41067032501,1400000US41067032501,"Census Tract 325.01, Washington County, Oregon",3369,41067032501
2/28/22,NO,NO,NO,20110392,15361,12/6/11,ORIGINAL FINAL,630,ARKANSAS WESTERN GAS CO,655 MILSAP RD.,FAYETTEVILLE,AR,72703,11/16/11 23:15,,,2011,1623 S. 48TH ST.,SPRINGDALE,WASHINGTON,AR,72762,36.17176,-94.18351,17518,20864.4565062924,NO,0,0.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",STEEL,,VEHICLE EXITED ROADWAY BREAKING OFF SERVICE RISER BELOW STOP.,10.0,,,1623 S. 48TH ST.,SPRINGDALE,AR,051430105123000,05,143,010512,05143010512,1400000US05143010512,"Census Tract 105.12, Washington County, Arkansas",4474,05143010512
2/28/22,NO,YES,YES,20110393,15604,12/6/11,SUPPLEMENTAL FINAL,8070,INDIANA GAS CO INC,211 NW RIVERSIDE DRIVE ,EVANSVILLE,IN,47708,11/8/11 16:20,,,2011,312 WOODROW AVE.,NEW ALBANY,FLOYD,IN,41750,38.2978,-85.79506,88904,105861.782549379,YES,6,10.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),STEEL,,"WHILE PERFORMING A HORIZONTAL DIRECTION DRILLING OPERATION FOR REPLACEMENT OF AGED GAS FACILITIES, MILLER PIPELINE, (CONTRACTOR FOR VECTEN), STRUCK AN UNMARKED 4"" STEEL MAIN STUB.  OTHER EXISTING GAS FACILITIES IN THE AREA WERE CORRECTLY MARKED.  CONTRACTOR INSTALLING FACILITIES FOR VECTREN WAS RESPONSIBLE FOR MARKING EXISTING VECTREN NATURAL GAS FACILITIES AT THE JOB SITE.  GAS LEAKING FROM THIS DAMAGE APPEARS TO HAVE MIGRATED INTO THE STRUCTURE AT 312 WOODROW AVE. IN NEW ALBANY, IN RESULTING IN IGNITION AND EXPLOSION. FIVE (5) PERSONS IN THE STRUCTURE, (GENERAL PUBLIC), AND ONE (1) CONTACT EMPLOYEE WORKING FOR VECTREN SUSTAINED INJURIES THAT REQUIRED HOSPITILIZATION.    2/14/13 SUPPLEMENTAL REPORT FILED TO ADDRESS REGULATORY CONCERNS ASSOCIATED WITH:   PART D (2D.)  ""UNKOWN AT THIS TIME"" WAS ELIMINATED  PART H - CLARIFYING INFORMATION INSERTED IN NARRATIVE ASSOCIATED WITH CONTRACTOR RESPONSIBILITY FOR LOCATING.",63.0,1946-01-01,1940-1949,312 WOODROW AVE.,NEW ALBANY,IN,180430703022009,18,043,070302,18043070302,1400000US18043070302,"Census Tract 703.02, Floyd County, Indiana",3258,18043070302
2/28/22,NO,YES,NO,20110394,15363,12/7/11,ORIGINAL FINAL,14210,OKLAHOMA NATURAL GAS CO,401 N. HARVEY ,OKLAHOMA CITY,OK,73102,11/9/11 13:00,,,2011,522 NO. WEWOKA,WETUMKA,HUGHES,OK,74883,35.24256,-96.24546,109748,98917.7064070214,NO,0,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"THE CITY OF WETUMKA WAS EXCAVATING FOR REPAIR OF AN 8"" WATER LINE LEAK.  THE CITY WORK WAS PERFORMED UNDER A VALID LOCATE REQUEST ISSUED FROM THE ONE CALL SYSTEM.  AT 13:00 HOURS ON 11-9-2011 THE CITY NOTIFIED ONG THAT A GAS LINE HAD BEEN DAMAGED AND GAS WAS VENTING.  AN ONG CREW ARRIVED AT 13:40 HOURS AND HAD THE GAS TURNED OFF AT 14:24 HOURS.  SYSTEM WAS A ONE WAY FEED.  PORTIONS OF THE SYSTEM DOWNSTREAM OF THE DAMAGE FILLED WITH WATER FROM THE LEAKING WATER LINE, CAUSING AN EXTENDED TIME TO RETURN THE LINE TO SERVICE (SEE COSTS IN PART D, 2, 2.D).  DOWNSTREAM LINES WERE EXCAVATED AND CLEARED OF WATER BY 17:00 HOURS ON 11-11-2011 WITH SERVICE TO ALL CUSTOMERS RESTORED.",15.0,1986-01-01,1980-1989,522 NO. WEWOKA,WETUMKA,OK,400634846002056,40,063,484600,40063484600,1400000US40063484600,"Census Tract 4846, Hughes County, Oklahoma",2469,40063484600
2/28/22,NO,YES,YES,20110395,15381,12/9/11,SUPPLEMENTAL FINAL,31470,VECTREN ENERGY DELIVERY OF OHIO,1300 EXPERIMENT FARM ROAD,TROY,OH,45373-9409,11/12/11 13:55,,,2011,367/369 WAYNE DRIVE,FAIRBORN,GREENE,OH,45324-5414,39.75647,-84.18146,250142,298501.234494819,YES,6,12.0,1,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,STEEL,,"ON SATURDAY, NOVEMBER 11, 2011, AT 2:06 PM, VECTREN ENERGY DELIVERY OF OHIO WAS NOTIFIED BY THE CITY OF  FAIRBORN FIRE DEPARTMENT OF A HOUSE EXPLOSION AT 367/369 WAYNE DRIVE IN FAIRBORN.  VECTREN PERSONNEL WERE DISPATCHED TO THE SCENE AND SUBSEQUENTLY CLOSED THE VALVE TO THE SERVICE LINE PROVIDING NATURAL GAS TO THE STRUCTURE.     AN INITIAL REPORT FROM THE FAIRBORN FIRE DEPARTMENT INDICATED THE STRUCTURE INVOLVED IN THE INCIDENT WAS 'TOTALLY DESTROYED AND REDUCED TO A FLAMING PILE OF RUBBLE'.  IT FURTHER DESCRIBED THE DAMAGE TO ADJACENT STRUCTURES INCLUDING BLOWN OUT WINDOWS, A COLLAPSED EXTERIOR WALL AND SMALL AMOUNTS OF FIRE TO THE ROOF LINES.     THE INITIAL REPORT ALSO COMMENTED THAT ALTHOUGH THE CAUSE REMAINS UNDER INVESTIGATION, THE PRELIMINARY THOUGHT IS THAT 'EXCAVATION WORK AROUND A NATURAL GAS LINE CAUSED THE LINE TO FRACTURE ON THE INSIDE OF THE BASEMENT WALL'' 'ALLOWING THE FREE FLOW OF GAS TO FILL THE INTERIOR OF THE STRUCTURE AND A UNDETERMINED IGNITION SOURCE SPARKED THE EXPLOSION.'    VECTREN IS CONTINUING ITS OWN INDEPENDENT INVESTIGATION INTO THE ORIGIN OF THIS INCIDENT.    SUPPLEMENTAL REPORT NARRATIVE, JANUARY 10, 2012:    THE NATURAL GAS SERVICE LINE FOR THE DUPLEX AT 367-369 WAYNE DRIVE RAN UNDERGROUND FROM THE CURB BOX THROUGH THE CONCRETE BASEMENT WALL INTO THE BASEMENT OF 367 WAYNE DRIVE.  AFTER GOING STRAIGHT THROUGH THE BASEMENT WALL, THE NATURAL GAS SERVICE LINE THEN WENT TO THE LEFT AT A TEE CONNECTION TO THE METER FOR 367 WAYNE DRIVE AND THEN TO THE RIGHT AT AN NINETY DEGREE ELBOW THROUGH THE BLOCK WALL, DIVIDING THE BASEMENTS, TO THE METER FOR 369 WAYNE DRIVE.      VECTREN GENERALLY CONCLUDES THAT THE BACKHOE OPERATOR, DIGGING A TRENCH OUTSIDE THE BASEMENT FOUNDATION BETWEEN THE SIDEWALK AND THE DUPLEX, DAMAGED THE NATURAL GAS SERVICE LINE.  THIS DAMAGE CAUSED THE NATURAL GAS SERVICE LINE TO BEND AND PULL AND TO PLACE A LARGE AMOUNT OF TENSION ON THE GAS SERVICE LINE AND THE THREADS THAT SCREWED INTO THE NINETY DEGREE ELBOW INSIDE THE BASEMENT OF 367 WAYNE DRIVE.  THIS LARGE AMOUNT OF TENSION CAUSED THE THREADS OF THE GAS SERVICE LINE, WHICH WERE SCREWED INTO THE NINETY DEGREE ELBOW, TO FRACTURE AT THIS THREAD JOINT RELEASING NATURAL GAS INTO THE BASEMENT OF 367 WAYNE DRIVE.  THE NATURAL GAS EXPLODED FROM AN UNDETERMINED IGNITION SOURCE ONCE THE NATURAL GAS AND AIR MIXTURE HAD REACHED A POINT BETWEEN THE LOWER EXPLOSIVE LIMIT AND THE UPPER EXPLOSIVE LIMIT.  THE FORCE OF THE EXPLOSION DID NOT CAUSE THE FRACTURE TO THIS THREAD JOINT.      VECTREN'S INVESTIGATION ALSO DETERMINED THAT THE PROPER AMOUNT OF MERCAPTAN OR ODORANT WAS IN THE NATURAL GAS AT THE TIME AND THAT THERE WERE NO OTHER NATURAL GAS LEAKS.  THE SERVICE LINE WAS IN GOOD CONDITION AND LEAK TIGHT.  VECTREN'S INVESTIGATION ALSO DETERMINED THAT THERE WERE NO REQUESTS TO LOCATE THE NATURAL GAS SERVICE LINE BEFORE THESE UNFORTUNATE EVENTS AND THAT THERE WAS NO REQUEST TO TURN OFF THE NATURAL GAS.  ALTHOUGH VECTREN DOES NOT RELY ON THE INITIAL REPORT OF THE FAIRBORN FIRE DEPARTMENT OR THE INCIDENT REPORT AND SUPPLEMENTAL REPORT OF THE STATE FIRE MARSHAL, VECTREN'S CONCLUSIONS ARE CONSISTENT WITH THE FACTS CONTAINED IN THESE REPORTS.",8.0,,,367/369 WAYNE DRIVE,FAIRBORN,OH,390572003002011,39,057,200300,39057200300,1400000US39057200300,"Census Tract 2003, Greene County, Ohio",3796,39057200300
2/28/22,NO,NO,NO,20110396,15453,12/9/11,SUPPLEMENTAL FINAL,18308,NV ENERGY,PO BOX 10100 ,RENO WASHOE,NV,89520,9/16/11 12:15,,,2011,330 MONUMENTAL CIRCLE,SPARKS,WASHOE,NV,89436-8938,39.64268,-119.73048,61138,72961.9172610557,NO,0,0.0,0,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,OTHER,POLYACETAL,"DURING A SCHEDULED LEAK SURVEY CONDUCTED ON SEPTEMBER 16, 2011, A LEAK WAS DISCOVERED BY NV ENERGY PERSONNEL.  THE AREA WAS MADE SAFE AND REPAIRS WERE MADE.  INVESTIGATION DETERMINED THAT THE LEAK WAS CAUSED BY A CRACKED SERVICE TEE CAP.  SUBSEQUENT AERATION ACTIVITIES WERE PERFORMED TO REMOVE THE NATURAL GAS FROM THE SOIL.  THE AERATION COSTS ASSOCIATED WITH THIS LEAK EXCEEDED THE INCIDENT REPORTING THRESHOLD OF $50,000 ON NOVEMBER 17, 2011.      THE MANUFACTURER INSTALLATION PROCEDURES FOR THE CRACKED SERVICE TEE CAP STATE THAT THESE TYPES OF CAPS ARE DESIGNED TO BE HAND TIGHTENED ONLY.  THE CRACKED CAP FROM THIS FAILURE HAS WRENCH MARKS.  BASED ON THIS EVIDENCE, WE CONCLUDE THAT THE CAP FAILURE WAS MOST LIKELY CAUSED BY OVER TIGHTENING OF THE CAP.",0.0,1996-01-01,1990-1999,330 MONUMENTAL CIRCLE,SPARKS,NV,320310035032010,32,031,003503,32031003503,1400000US32031003503,"Census Tract 35.03, Washoe County, Nevada",4348,32031003503
2/28/22,NO,YES,YES,20110397,16023,12/12/11,SUPPLEMENTAL FINAL,15329,PEOPLES GAS LIGHT & COKE CO,130 E RANDOLPH STREET,CHICAGO,IL,60601,11/13/11 6:39,,,2011,6652 S. KEATING,CHICAGO,COOK,IL,60629-5634,41.77141,-87.74121,6357755,7587151.68874277,YES,2,9.0,0,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,PLASTIC,,"DESCRIPTION OF INCIDENT  WE ARE TOLD THAT ON NOVEMBER 12, 2011 AND AGAIN ON NOVEMBER 13, 2011, THE MALE OWNER/OCCUPANT OF A SINGLE-FAMILY HOME AT 6652 S. KEATING, CHICAGO, IL (""PREMISES"") WAS USING A POWER RODDING TOOL IN THE CLAY SEWER LATERAL TO THE PREMISES. THERE WAS A 5/8 INCH POLYETHYLENE NATURAL GAS SERVICE LINE TO THE PREMISES EQUIPPED WITH AN EXCESS FLOW VALVE. THE NATURAL GAS SERVICE LINE BREACHED A PORTION OF THE CLAY SEWER LATERAL IN WHICH THE POWER RODDING TOOL WAS BEING USED. AT SOME POINT, THE POWER RODDING TOOL APPARENTLY PIERCED OR PERHAPS SEVERED THE NATURAL GAS SERVICE LINE. AN EXPLOSION AND FIRE OCCURRED AT THE PREMISES ON NOVEMBER 13, 2011 THAT DESTROYED THE PREMISES (""INCIDENT"") AND DAMAGED THE SINGLE-FAMILY HOMES AT 6650 S. KEATING, 6658 S. KEATING AND 6646 S. KEATING.    3/13/2012 UPDATE:   THE INVESTIGATION OF THE INCIDENT AT 6652 S. KEATING ON NOVEMBER 13, 2011 IS NOT COMPLETE.  AS A NEXT STEP IN THE INVESTIGATION, THE EXCESS FLOW VALVES FROM 6652 S. KEATING AND 6650 S. KEATING ARE SCHEDULED TO BE X-RAYED ON MARCH 15, 2012.  THERE IS NO FURTHER UPDATE AT THIS TIME.     6/7/2012 UPDATE:  THE INVESTIGATION OF THE INCIDENT AT 6652 S. KEATING ON NOVEMBER 13, 2011 IS NOT COMPLETE.  THE EXCESS FLOW VALVES WERE X-RAYED AS PLANNED.  THERE IS NO FURTHER UPDATE AT THIS TIME.    9/4/2012 UPDATE:  ON 7/24/2012, THE EXCESS FLOW VALVE THAT WAS ON THE NATURAL GAS SERVICE LINE TO 6652 S. KEATING ON THE DATE OF THE INCIDENT WAS TESTED AND FOUND TO WORK PROPERLY. THE INVESTIGATION OF THIS INCIDENT IS NOT COMPLETE. CONSIDERATION IS BEING GIVEN TO FURTHER INSPECTION AND TESTING OF COMPANY OWNED FACILITIES. NO FURTHER UPDATE AT THIS TIME.     6/12/2013 UPDATE: NO NEW INFORMATION IS AVAILABLE AT THIS TIME.    9/25/2013 UPDATE: NO NEW INFORMATION IS AVAILABLE AT THIS TIME.    12/17/2013 UPDATE: NO NEW INFORMATION IS AVAILABLE AT THIS TIME.    3/5/2014 UPDATE: NO NEW INFORMATION IS AVAILABLE AT THIS TIME.    6/4/2014 UPDATE: NO NEW INFORMATION IS AVAILABLE AT THIS TIME.    9/24/2014 UPDATE: NO NEW INFORMATION IS AVAILABLE AT THIS TIME.    12/31/2014 UPDATE: THIS INCIDENT HAS BEEN CLOSED.",38.97,2007-01-01,2000-2009,6652 S. KEATING,CHICAGO,IL,170316408002009,17,031,640800,17031640800,1400000US17031640800,"Census Tract 6408, Cook County, Illinois",1799,17031640800
2/28/22,YES,NO,NO,20110401,15373,12/30/11,ORIGINAL FINAL,20110,DUKE ENERGY KENTUCKY,139 EAST FOURTH STREET PO BOX 960 - ROOM 460-ANNEX,CINCINNATI,OH,45202,12/3/11 2:11,,,2011,104 MADISON,BUTLER,PENDLETON,KY,41006,38.787087,-84.370505,50000,59669.8593845527,NO,0,1.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",UNKNOWN,,RESIDENTIAL HOUSE FIRE. WE WERE NOTIFIED AT 2:11 AM OF A HOUSE FIRE. DUKE ARRIVED AROUND 3 AM AND FOUND THE GAS OFF BY THE FIRE DEPARTMENT. THEY DID NOT TELL US THAT GAS MAY HAVE FED THE FIRE UNTIL AROUND 6 AM. THAT IS WHEN WE NOTIFIED THE DOT. THE FIRE DEPARTMENT SAID THAT GAS DID NOT START THE FIRE.,,,,104 MADISON,BUTLER,KY,211919301021058,21,191,930102,21191930102,1400000US21191930102,"Census Tract 9301.02, Pendleton County, Kentucky",3617,21191930102
2/28/22,NO,YES,NO,20120001,30428,1/5/12,SUPPLEMENTAL FINAL,11824,LOUISVILLE GAS & ELECTRIC CO,"220 W MAIN ST, PO BOX 32010 ",LOUISVILLE,KY,40202,12/6/11 7:03,,,2011,5206 RIVER TRAIL PLACE,LOUSIVILLE,JEFFERSON,KY,40299,38.10537,-85.66293,546072,651609.521440535,NO,0,10.0,0,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,PLASTIC,,PREVIOUSLY SUBMITTED WITH ORIGINAL REPORT.,26.0,2001-01-01,2000-2009,5206 RIVER TRAIL PLACE,LOUSIVILLE,KY,211110117071003,21,111,011707,21111011707,1400000US21111011707,"Census Tract 117.07, Jefferson County, Kentucky",6383,21111011707
2/28/22,NO,NO,NO,20120005,15388,1/19/12,ORIGINAL FINAL,2600,COLUMBIA GAS OF PENNSYLVANIA,121 CHAMPION WAY SUITE 100,CANONSBURG,PA,15317,12/19/11 15:25,,,2011,280 OLD HICKORY RIDGE ROAD,WASHINGTON,WASHINGTON,PA,15301,40.000706,-80.25642,92118,109047.774130624,NO,0,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"ON DECEMBER 19, 2011 AT 15:25, AN EMPLOYEE FOR MILLLINGTON EXCAVATING WAS DIGGING A TRENCH TO INSTALL A WATER LINE AT 280 OLD HICKORY RIDGE ROAD IN WASHINGTON, PENNSYLVANA.  HE STRUCK A TWO INCH MEDIUM PRESSURE PLASTIC NATURAL GAS MAIN LINE, NATURAL GAS IGINITED AND THE TRACKHOE BEING USED FOR TRENCHING CAUGHT WAS DESTROYED.  MILLINGTON EXCAVATING FAILED TO NOTIFY THE PENNSYVANIA ONE CALL SYSTEM ITS INTENTION TO EXCAVATE AND CONSEQUENTLY OUR FACILITIES WERE NOT LOCATED.  THERE WERE NO INJURIES OR FATALITIES.",288.0,1978-01-01,1970-1979,280 OLD HICKORY RIDGE ROAD,WASHINGTON,PA,421257421021003,42,125,742102,42125742102,1400000US42125742102,"Census Tract 7421.02, Washington County, Pennsylvania",2066,42125742102
2/28/22,NO,YES,YES,20120008,16083,1/27/12,SUPPLEMENTAL FINAL,30892,HERITAGE PROPANE,10519 SPRING HILL DRIVE ,SPRING HILL,FL,34608,12/19/11 14:30,,,2011,4690 KEYSVILLE ROAD,SPRING HILL,HERNANDO,FL,34608,28.49454,-82.5551,24350,28475.0605670444,YES,1,0.0,0,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN AN OVERPRESSURE",STEEL,,"5/20/2015 SUPPLEMENTAL REPORT ENTERED BY PHMSA PER THE OPERATOR'S HARD COPY MARK UP SINCE THE OPID IS NOW INACTIVE IN OUR SYSTEM:  EMPLOYEE WAS DOING MAINTENANCE WORK AT THE REGULATOR STATION AND FAILED TO LOCK OUT TWO VAPORIZERS THAT HAD OPEN PILOT FLAME. THE EMPLOYEE ACCIDENTALLY OPENED A VALVE THAT CAUSED A RELEASE OF GAS WHICH WAS THEN IGNITED BY THE VAPORIZERS CAUSING A FLASH FIRE INJURING THE EMPLOYEE.      1/27/2012 COMMENTS: OR EMPLOYEE WAS WORKING AT THE GAS FACILITY, PROPANE GAS VAPOR WAS UNINTENTIONALLY RELEASED FROM THE SYSTEM WHICH RESULTED IN A FIRE. THE EMPLOYEE RECEIVED BURNS AS A RESULT OF THE INCIDENT. THE EMPLOYEE CALL ""911"" FOR HELP AND OUR LOCAL OFFICE. THE SPRING HILL FIRE DEPARTMENT AS WELL AS PERSONNEL FROM OUR LOCAL OFFICE RESPONDED AND THE FIRE WAS EXTINGUISHED IN APPROXIMATELY 30 MINUTES. THIS WAS ACCOMPLISHED BY CLOSING THE MAIN VALVES IN THE SYSTEM AND THEN ALLOWING THE PROPANE GAS FIRE TO BURN ITSELF OUT. THE EMPLOYEE WAS TRANSPORTED TO THE HOSPITAL FOR TREATMENT.",18.0,2004-01-01,2000-2009,4690 KEYSVILLE ROAD,SPRING HILL,FL,120530411032010,12,053,041103,12053041103,1400000US12053041103,"Census Tract 411.03, Hernando County, Florida",4340,12053041103
2/28/22,NO,YES,YES,20120009,15394,1/30/12,ORIGINAL FINAL,4499,"ENTEX, A NORAM ENERGY COMPANY (FORM. DIV OF ARKLA",1111 LOUISIANA ST ,HOUSTON,TX,77002,12/31/11 9:31,,,2011,17107 SUNSHINE BAY DR.,HOUSTON,HARRIS,TX,77060,29.948651,-95.389665,158232,188775.207707408,YES,4,4.0,0,MATERIAL FAILURE OF PIPE OR WELD,BODY OF PIPE,PLASTIC,,GAS ESCAPED FROM MAIN AND COMMUNICATED THROUGH SANITARY SEWER INTO STRUCTURE RESULTING IN FIRE/EXPLOSION BY UNKNOWN IGNITION SOURCE.,15.0,1978-01-01,1970-1979,17107 SUNSHINE BAY DR.,HOUSTON,TX,482012405041001,48,201,240504,48201240504,1400000US48201240504,"Census Tract 2405.04, Harris County, Texas",3321,48201240504
