title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Office of Hazardous Materials Safety; Notice of Application for Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR Part 107, Subpart B), notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein. Each mode of transportation for which a particular special permit is requested is indicated by a number in the ``Nature of Application'' portion of the table below as follows: 1--Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft.",79 FR 50983, 2014-20070,https://www.federalregister.gov/documents/2014/08/26/2014-20070/office-of-hazardous-materials-safety-notice-of-application-for-special-permits,https://www.govinfo.gov/content/pkg/FR-2014-08-26/pdf/2014-20070.pdf,08/26/2014
Office of Hazardous Materials Safety; Special Permit Applications,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR Part 107, Subpart B), notice is hereby given of the actions on special permits applications in (July to July 2014). The mode of transportation involved are identified by a number in the ``Nature of Application'' portion of the table below as follows: 1--Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft. Application numbers prefixed by the letters EE represent applications for Emergency Special Permits. It should be noted that some of the sections cited were those in effect at the time certain special permits were issued.",79 FR 50984, 2014-20073,https://www.federalregister.gov/documents/2014/08/26/2014-20073/office-of-hazardous-materials-safety-special-permit-applications,https://www.govinfo.gov/content/pkg/FR-2014-08-26/pdf/2014-20073.pdf,08/26/2014
Office of Hazardous Materials Safety; Notice of Delayed Special Permit Applications,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the requirements of 49 U.S.C. 5117(c), PHMSA is publishing the following list of special permit applications that have been in process for 180 days or more. The reason(s) for delay and the expected completion date for action on each application is provided in association with each identified application.",79 FR 50985, 2014-20072,https://www.federalregister.gov/documents/2014/08/26/2014-20072/office-of-hazardous-materials-safety-notice-of-delayed-special-permit-applications,https://www.govinfo.gov/content/pkg/FR-2014-08-26/pdf/2014-20072.pdf,08/26/2014
Office of Hazardous Materials Safety; Notice of Applications for Modification of Special Permit,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR Part 107, Subpart B), notice is hereby given that the Office of Hazardous Materials Safety has received the applications described herein. This notice is abbreviated to expedite docketing and public notice. Because the sections affected, modes of transportation, and the nature of application have been shown in earlier Federal Register publications, they are not repeated here. Requests for modification of special permits (e.g. to provide for additional hazardous materials, packaging design changes, additional mode of transportation, etc.) are described in footnotes to the application number. Application numbers with the suffix ``M'' denote a modification request. These appEcations have been separated from the new application for special permits to facilitate processing.",79 FR 50986, 2014-20071,https://www.federalregister.gov/documents/2014/08/26/2014-20071/office-of-hazardous-materials-safety-notice-of-applications-for-modification-of-special-permit,https://www.govinfo.gov/content/pkg/FR-2014-08-26/pdf/2014-20071.pdf,08/26/2014
Hazardous Materials: Harmonization With International Standards (RRR),Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA proposes to amend the Hazardous Materials Regulations to maintain alignment with international standards by incorporating various amendments, including changes to proper shipping names, hazard classes, packing groups, special provisions, packaging authorizations, air transport quantity limitations, and vessel stowage requirements. These revisions are necessary to harmonize the Hazardous Materials Regulations with recent changes made to the International Maritime Dangerous Goods Code, the International Civil Aviation Organization's Technical Instructions for the Safe Transport of Dangerous Goods by Air, the United Nations Recommendations on the Transport of Dangerous Goods--Model Regulations and subsequently address three petitions for rulemaking.",79 FR 50741, 2014-19161,https://www.federalregister.gov/documents/2014/08/25/2014-19161/hazardous-materials-harmonization-with-international-standards-rrr,https://www.govinfo.gov/content/pkg/FR-2014-08-25/pdf/2014-19161.pdf,08/25/2014
"Pipeline Safety: Information Collection Activities, Revision to Gas Distribution Annual Report",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"On April 28, 2014, in accordance with the Paperwork Reduction Act of 1995, the Pipeline and Hazardous Materials Safety Administration (PHMSA) published a notice in the Federal Register (79 FR 23403) of its intent to revise the gas distribution annual report (PHMSA F7100.1-1) to improve the granularity of the data collected. In addition to making several minor changes to the report, PHMSA will also request a new Office of Management and Budget (OMB) control number for this information collection. PHMSA received comments from one commenter in response to that notice. PHMSA is publishing this notice to respond to the comments, provide the public with an additional 30 days to comment on the proposed revisions to the forms and the instructions and announce that the revised information collection will be submitted to the OMB for approval.",79 FR 47723, 2014-19186,https://www.federalregister.gov/documents/2014/08/14/2014-19186/pipeline-safety-information-collection-activities-revision-to-gas-distribution-annual-report,https://www.govinfo.gov/content/pkg/FR-2014-08-14/pdf/2014-19186.pdf,08/14/2014
Hazardous Materials: Special Permit and Approvals Standard Operating Procedures and Evaluation Process,Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is proposing to address certain matters identified in the Hazardous Materials Transportation Safety Act of 2012 related to the Office of Hazardous Materials Safety's Approvals and Permits Division. Specifically, we propose to revise the regulations to include the standard operating procedures and criteria used to evaluate applications for special permits and approvals. These proposed amendments do not change previously established special permit and approval policies. This rulemaking also proposes to provide clarity regarding what conditions need to be satisfied to promote completeness of the applications submitted. An application that contains the required information reduces processing delays that result from rejection, and further facilitates the transportation of hazardous materials in commerce while maintaining an appropriate level of safety.",79 FR 47047, 2014-18925,https://www.federalregister.gov/documents/2014/08/12/2014-18925/hazardous-materials-special-permit-and-approvals-standard-operating-procedures-and-evaluation,https://www.govinfo.gov/content/pkg/FR-2014-08-12/pdf/2014-18925.pdf,08/12/2014
Hazardous Materials: Reverse Logistics (RRR),Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is proposing to revise the Hazardous Materials Regulations applicable to return shipments of certain hazardous materials by motor vehicle. PHMSA proposes a definition for ``reverse logistics'' for hazardous materials that are intended to be returned to or between a vendor, distributor, manufacturer, or other person for the purpose of returning for credit, recalling product, replacement, or similar reason (for instance, from a retail or wholesale outlet). PHSMA proposes to establish a new section in the regulations to provide an exception for materials that are transported in a manner that meets the definition of ``reverse logistics.'' In this exception, PHMSA proposes to clearly identify the hazardous materials authorized, packaging, hazard communication, and training requirements applicable to reverse logistics shipments. In addition to providing a new reverse logistics exception, this rulemaking also proposes to expand an existing exception for reverse logistics shipments of used automobile batteries that are being shipped from a retail facility to a recycling center.",79 FR 46748, 2014-18741,https://www.federalregister.gov/documents/2014/08/11/2014-18741/hazardous-materials-reverse-logistics-rrr,https://www.govinfo.gov/content/pkg/FR-2014-08-11/pdf/2014-18741.pdf,08/11/2014
Hazardous Materials: Failure To Pay Civil Penalties,Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is amending its hazardous materials procedural regulations. Specifically, this final rule prohibits a person who fails to pay a civil penalty as ordered, or fails to abide by a payment agreement, from performing activities regulated by the Hazardous Materials Regulations until payment is made.",79 FR 46194, 2014-18617,https://www.federalregister.gov/documents/2014/08/07/2014-18617/hazardous-materials-failure-to-pay-civil-penalties,https://www.govinfo.gov/content/pkg/FR-2014-08-07/pdf/2014-18617.pdf,08/07/2014
Hazardous Materials: Transportation of Lithium Batteries,Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA, in consultation with the Federal Aviation Administration (FAA), is modifying the requirements governing the transportation of lithium cells and batteries. This final rule revises hazard communication and packaging provisions for lithium batteries and harmonizes the Hazardous Materials Regulations (HMR) with applicable provisions of the United Nations (UN) Model Regulations, the International Civil Aviation Organization's Technical Instructions for the Safe Transport of Dangerous Goods by Air (ICAO Technical Instructions) and the International Maritime Dangerous Goods (IMDG) Code.",79 FR 46011, 2014-18146,https://www.federalregister.gov/documents/2014/08/06/2014-18146/hazardous-materials-transportation-of-lithium-batteries,https://www.govinfo.gov/content/pkg/FR-2014-08-06/pdf/2014-18146.pdf,08/06/2014
Hazardous Materials: Enhanced Tank Car Standards and Operational Controls for High-Hazard Flammable Trains,Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Safety Administration (PHMSA or we), in coordination with the Federal Railroad Administration (FRA), is proposing: new operational requirements for certain trains transporting a large volume of Class 3 flammable liquids; improvements in tank car standards; and revision of the general requirements for offerors to ensure proper classification and characterization of mined gases and liquids. These proposed requirements are designed to lessen the frequency and consequences of train accidents/incidents (train accidents) involving certain trains transporting a large volume of flammable liquids. The growing reliance on trains to transport large volumes of flammable liquids poses a significant risk to life, property, and the environment. These significant risks have been highlighted by the recent instances of trains carrying crude oil that derailed in Casselton, North Dakota; Aliceville, Alabama; and Lac- M[eacute]gantic, Quebec, Canada. The proposed changes also address National Transportation Safety Board (NTSB) safety recommendations on the accurate classification and characterization of such commodities, enhanced tank car construction, and rail routing.",79 FR 45015, 2014-17764,https://www.federalregister.gov/documents/2014/08/01/2014-17764/hazardous-materials-enhanced-tank-car-standards-and-operational-controls-for-high-hazard-flammable,https://www.govinfo.gov/content/pkg/FR-2014-08-01/pdf/2014-17764.pdf,08/01/2014
Hazardous Materials: Oil Spill Response Plans for High-Hazard Flammable Trains,Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PMHSA is issuing this ANPRM in conjunction with a notice of proposed rulemaking (NPRM)--Hazardous Materials: Enhanced Tank Car Standards and Operational Controls for High-Hazard Flammable Trains (2137-AE91), which PHMSA is also publishing today. In this ANPRM, PHMSA, in consultation with the Federal Railroad Administration (FRA), seeks comment on potential revisions to its regulations that would expand the applicability of comprehensive oil spill response plans (OSRPs) to high-hazard flammable trains (HHFTs) based on thresholds of crude oil that apply to an entire train consist.",79 FR 45079, 2014-17762,https://www.federalregister.gov/documents/2014/08/01/2014-17762/hazardous-materials-oil-spill-response-plans-for-high-hazard-flammable-trains,https://www.govinfo.gov/content/pkg/FR-2014-08-01/pdf/2014-17762.pdf,08/01/2014
Pipeline Safety: Request for Revision of a Previously Approved Information Collection-National Pipeline Mapping System Program (OMB Control No. 2137-0596).,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the Paperwork Reduction Act of 1995, PHMSA invites public comments on our intent to request the Office of Management and Budget's approval to revise and renew an information collection currently under OMB Control Number 2137-0596 titled: ``National Pipeline Mapping System Program.'' The collection currently requires operators to submit geospatial data, attributes, metadata, public contact information and a transmittal letter to the National Pipeline Mapping System (NPMS) program. The proposed revisions will require operators to submit additional information to the NPMS.",79 FR 44246, 2014-17865,https://www.federalregister.gov/documents/2014/07/30/2014-17865/pipeline-safety-request-for-revision-of-a-previously-approved-information-collection-national,https://www.govinfo.gov/content/pkg/FR-2014-07-30/pdf/2014-17865.pdf,07/30/2014
Office of Hazardous Materials Safety; Notice of Applications for Modification of Special Permit,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR part 107, Subpart B), notice is hereby given that the Office of Hazardous Materials Safety has received the applications described herein. This notice is abbreviated to expedite docketing and public notice. Because the sections affected, modes of transportation, and the nature of application have been shown in earlier Federal Register publications, they are not repeated here. Requests for modification of special permits (e.g., to provide for additional hazardous materials, packaging design changes, additional mode of transportation, etc.) are described in footnotes to the application number. Application numbers with the suffix ``M'' denote a modification request. These applications have been separated from the new application for special permits to facilitate processing.",79 FR 43815, 2014-17508,https://www.federalregister.gov/documents/2014/07/28/2014-17508/office-of-hazardous-materials-safety-notice-of-applications-for-modification-of-special-permit,https://www.govinfo.gov/content/pkg/FR-2014-07-28/pdf/2014-17508.pdf,07/28/2014
Office of Hazardous Materials Safety; Notice of Application for Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR part 107, Subpart B), notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein. Each mode of transportation for which a particular special permit is requested is indicated by a number in the ``Nature of Application'' portion of the table below as follows: 1--Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft.",79 FR 43815, 2014-17506,https://www.federalregister.gov/documents/2014/07/28/2014-17506/office-of-hazardous-materials-safety-notice-of-application-for-special-permits,https://www.govinfo.gov/content/pkg/FR-2014-07-28/pdf/2014-17506.pdf,07/28/2014
Office of Hazardous Materials Safety; Special Permits; Applications,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR part 107, Subpart B), notice is hereby given of the actions on special permits applications in (June to June 2014) The mode of transportation involved is identified by a number in the ``Nature of Application'' portion of the table below as follows: 1--Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft. Application numbers prefixed by the letters EE represent applications for Emergency Special Permits. It should be noted that some of the sections cited were those in effect at the time certain special permits were issued.",79 FR 43816, 2014-17507,https://www.federalregister.gov/documents/2014/07/28/2014-17507/office-of-hazardous-materials-safety-special-permits-applications,https://www.govinfo.gov/content/pkg/FR-2014-07-28/pdf/2014-17507.pdf,07/28/2014
Office of Hazardous Materials Safety Special Permits; Applications,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the requirements of 49 U.S.C. 5117(c), PHMSA is publishing the following list of special permit applications that have been in process for 180 days or more. The reason(s) for delay and the expected completion date for action on each application is provided in association with each identified application.",79 FR 43818, 2014-17509,https://www.federalregister.gov/documents/2014/07/28/2014-17509/office-of-hazardous-materials-safety-special-permits-applications,https://www.govinfo.gov/content/pkg/FR-2014-07-28/pdf/2014-17509.pdf,07/28/2014
Shippers-General Requirements for Shipments and Packagings,Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"",79 FR 43266, 2014-17663,https://www.federalregister.gov/documents/2014/07/25/2014-17663/shippers-general-requirements-for-shipments-and-packagings,https://www.govinfo.gov/content/pkg/FR-2014-07-25/pdf/2014-17663.pdf,07/25/2014
Notice of Public Webinar on Implementation of Gas Pipeline Distribution Integrity Management Programs,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"Gas distribution pipeline operators were required to have prepared and implemented distribution integrity management programs (DIMP) by August 2, 2011. Federal and state regulators have been inspecting those programs and their implementation since that date. This webinar will be an opportunity for the regulators to share their experience with implementation topics with the public and the regulated community. The webinar will also include discussion of analyses of the 2013 submissions of data concerning mechanical fitting failures in gas distribution pipelines.",79 FR 42870, 2014-17250,https://www.federalregister.gov/documents/2014/07/23/2014-17250/notice-of-public-webinar-on-implementation-of-gas-pipeline-distribution-integrity-management,https://www.govinfo.gov/content/pkg/FR-2014-07-23/pdf/2014-17250.pdf,07/23/2014
Hazardous Materials: Requirements for the Safe Transportation of Bulk Explosives (RRR),Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Safety Administration is proposing to amend the Hazardous Materials Regulations by establishing standards for the safe transportation of bulk explosives. This rulemaking would be responsive to two petitions for rulemaking submitted by industry representatives: P-1557 concerning the continued use of renewal applications, and P-1583 concerning the incorporation of an industry standard publication. Further, developing these requirements would provide wider access to the regulatory flexibility currently only offered by special permit and competent authorities. The requirements of this proposed rule would mirror the majority of provisions contained in nine widely used or longstanding special permits that have established safety records. These proposed revisions are intended to eliminate the need for future renewal requests, thus reducing paperwork burdens and facilitating commerce while maintaining an appropriate level of safety. As proposed, the requirements would authorize the transportation of certain explosives, ammonium nitrates, ammonium nitrate emulsions, and other specific hazardous materials in bulk packagings, which are not otherwise authorized under the regulations. These hazardous materials are used in blasting operations on specialized vehicles, known as multipurpose bulk trucks, which are used as mobile work platforms to create blends of explosives that are unique for each blast site. Finally, this rulemaking addresses the construction of new multipurpose bulk trucks.",79 FR 41185, 2014-16382,https://www.federalregister.gov/documents/2014/07/15/2014-16382/hazardous-materials-requirements-for-the-safe-transportation-of-bulk-explosives-rrr,https://www.govinfo.gov/content/pkg/FR-2014-07-15/pdf/2014-16382.pdf,07/15/2014
Hazardous Materials: Compatibility With the Regulations of the International Atomic Energy Agency (RRR),Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA, in coordination with the Nuclear Regulatory Commission (NRC), is amending requirements in the Hazardous Materials Regulations (HMR) governing the transportation of Class 7 (radioactive) materials based on recent changes contained in the International Atomic Energy Agency (IAEA) publication ``Regulations for the Safe Transport of Radioactive Material, 2009 Edition, IAEA Safety Standards Series No. TS-R-1.'' The purposes of this rulemaking are to harmonize requirements of the HMR with international standards for the transportation of Class 7 (radioactive) materials and update, clarify, correct, or provide relief from certain regulatory requirements applicable to the transportation of Class 7 (radioactive) materials.",79 FR 40589, 2014-15514,https://www.federalregister.gov/documents/2014/07/11/2014-15514/hazardous-materials-compatibility-with-the-regulations-of-the-international-atomic-energy-agency-rrr,https://www.govinfo.gov/content/pkg/FR-2014-07-11/pdf/2014-15514.pdf,07/11/2014
Pipeline Safety: Liquefied Natural Gas Facility User Fee Rate Increase,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"This notice is to advise all liquefied natural gas facility (LNG) operators subject to PHMSA user fee billing of a change in the LNG user fee rates to align these rates with the actual allocation of PHMSA resources to LNG program costs. Specifically, the LNG user fee rates will increase to 5 percent of the total gas program costs. This percentage represents the approximate ratio between the allocation of resources to LNG facilities and the total allocation of resources to all gas facilities. To reduce the financial impact on LNG operators, PHMSA will implement this increase incrementally over a three-year period.",79 FR 38124, 2014-15599,https://www.federalregister.gov/documents/2014/07/03/2014-15599/pipeline-safety-liquefied-natural-gas-facility-user-fee-rate-increase,https://www.govinfo.gov/content/pkg/FR-2014-07-03/pdf/2014-15599.pdf,07/03/2014
Safety Advisory: Unauthorized Certification of Compressed Gas Cylinders,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is issuing this safety advisory to notify the public that any DOT-Specification or DOT-Special Permit high pressure compressed gas cylinder marked as complying with the Hazardous Materials Regulations (HMR) by Always Safe Fire Extinguisher and Safety, LLC (ASFES), Yonkers, New York is not authorized for the transportation of hazardous materials in commerce. ASFES has never been authorized by PHMSA to perform these regulatory functions.",79 FR 38126, 2014-15601,https://www.federalregister.gov/documents/2014/07/03/2014-15601/safety-advisory-unauthorized-certification-of-compressed-gas-cylinders,https://www.govinfo.gov/content/pkg/FR-2014-07-03/pdf/2014-15601.pdf,07/03/2014
"Pipeline Safety: Information Collection Activities, Revisions to Operator Identification (OPID) Assignment Request and Operator Registry Notification",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"On March 31, 2014, in accordance with the Paperwork Reduction Act of 1995, the Pipeline and Hazardous Materials Safety Administration (PHMSA) published a notice in the Federal Register (79 FR 18118) notifying the public of its intent to revise two forms under OMB Control Number 2137-0627, PHMSA F 1000.1--OPID Assignment Request and PHMSA F 1000.2--Operator Registry Notification, and its intention to request approval from the Office of Management and Budget (OMB) for revised information collection burdens. PHMSA received one comment in response to that notice in support of the proposed changes. PHMSA is publishing this notice to acknowlege the received comment, provide the public with an additional 30 days to comment on the information collection referenced above, and announce that the Information Collection will be submitted to OMB for approval.",79 FR 37388, 2014-15301,https://www.federalregister.gov/documents/2014/07/01/2014-15301/pipeline-safety-information-collection-activities-revisions-to-operator-identification-opid,https://www.govinfo.gov/content/pkg/FR-2014-07-01/pdf/2014-15301.pdf,07/01/2014
Pipeline Safety: Government/Industry Pipeline Research and Development Forum,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Safety Administration (PHMSA) and the National Association of Pipeline Safety Representatives periodically hold this public forum to generate a National research agenda that fosters solutions for the many challenges with pipeline safety and with protecting the environment. The forum allows public, government and industry pipeline stakeholders to develop a consensus on the technical gaps and challenges for future research. It also reduces duplication of programs, factors ongoing research efforts, leverages resources and broadens synergies. The national research agenda developed through this forum is aligned with the needs of the pipeline safety mission and makes use of the best available knowledge and expertise and considers stakeholder perspectives.",79 FR 37389, 2014-15307,https://www.federalregister.gov/documents/2014/07/01/2014-15307/pipeline-safety-governmentindustry-pipeline-research-and-development-forum,https://www.govinfo.gov/content/pkg/FR-2014-07-01/pdf/2014-15307.pdf,07/01/2014
Pipeline Safety: Public Workshop on Managing Pipeline Cracking Challenges,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Safety Administration (PHMSA) and the National Association of Pipeline Safety Representatives are holding this public workshop to gather and disseminate information on the state-of-the-art of crack detection in hazardous liquid and natural gas pipelines. Perspectives on the challenges involved with detecting and characterizing crack like defects, including environmentally assisted cracks and cracks with corrosion, will be provided from pipeline operators and regulators. This public workshop will provide an update on technology developments via research, the success rate in deploying such technology for detection and a discussion on the level of and types of data collected in support of engineering assessments. It will also discuss other information in support of criteria for determining when a probable crack defect in a pipeline segment must be excavated, the time limits for completing those excavations and models for determining crack growth rates.",79 FR 37390, 2014-15305,https://www.federalregister.gov/documents/2014/07/01/2014-15305/pipeline-safety-public-workshop-on-managing-pipeline-cracking-challenges,https://www.govinfo.gov/content/pkg/FR-2014-07-01/pdf/2014-15305.pdf,07/01/2014
Pipeline Safety: Information Collection Activities,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the Paperwork Reduction Act of 1995, PHMSA invites comments on an information collection under Office of Management and Budget (OMB) Control No. 2137-0622, titled ``Pipeline Safety: Public Awareness Program.'' PHMSA is preparing to request approval from OMB for a renewal of the current information collection.",79 FR 36378, 2014-14973,https://www.federalregister.gov/documents/2014/06/26/2014-14973/pipeline-safety-information-collection-activities,https://www.govinfo.gov/content/pkg/FR-2014-06-26/pdf/2014-14973.pdf,06/26/2014
Office of Hazardous Materials Safety; Notice of Applications for Modification of Special Permit,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR Part 107, Subpart B), notice is hereby given that the Office of Hazardous Materials Safety has received the applications described herein. This notice is abbreviated to expedite docketing and public notice. Because the sections affected, modes of transportation, and the nature of application have been shown in earlier Federal Register publications, they are not repeated here. Requests for modification of special permits (e.g. to provide for additional hazardous materials, packaging design changes, additional mode of transportation, etc.) are described in footnotes to the application number. Application numbers with the suffix ``M'' denote a modification request. These applications have been separated from the new application for special permits to facilitate processing.",79 FR 35406, 2014-14182,https://www.federalregister.gov/documents/2014/06/20/2014-14182/office-of-hazardous-materials-safety-notice-of-applications-for-modification-of-special-permit,https://www.govinfo.gov/content/pkg/FR-2014-06-20/pdf/2014-14182.pdf,06/20/2014
Office of Hazardous Materials Safety; Notice of Application for Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR Part 107, Subpart B), notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein. Each mode of transportation for which a particular special permit is requested is indicated by a number in the ``Nature of Application'' portion of the table below as follows: 1--Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft.",79 FR 35407, 2014-14181,https://www.federalregister.gov/documents/2014/06/20/2014-14181/office-of-hazardous-materials-safety-notice-of-application-for-special-permits,https://www.govinfo.gov/content/pkg/FR-2014-06-20/pdf/2014-14181.pdf,06/20/2014
Office of Hazardous Materials Safety,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR Part 107, Subpart 13), notice is hereby given of the actions on special permits applications in (May to May 2014). The mode of transportation involved are identified by a number in the ``Nature of Application'' portion of the table below as follows: 1--Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5--Passenger-carrying aircraft, Application numbers prefixed by the letters EE represent applications for Emergency Special Permits. It should be noted that some of the sections cited were those in effect at the time certain special permits were issued.",79 FR 35408, 2014-14129,https://www.federalregister.gov/documents/2014/06/20/2014-14129/office-of-hazardous-materials-safety,https://www.govinfo.gov/content/pkg/FR-2014-06-20/pdf/2014-14129.pdf,06/20/2014
Office Of Hazardous Materials Safety; List of Applications,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the requirements of 49 U.S.C. 5117(c), PHMSA is publishing the following list of special permit applications that have been in process for 180 days or more. The reason(s) for delay and the expected completion date for action on each application is provided in association with each identified application.",79 FR 35410, 2014-14183,https://www.federalregister.gov/documents/2014/06/20/2014-14183/office-of-hazardous-materials-safety-list-of-applications,https://www.govinfo.gov/content/pkg/FR-2014-06-20/pdf/2014-14183.pdf,06/20/2014
Pipeline Safety: Public Workshop on Pipeline Safety Management Systems,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"This notice is announcing a one-day public workshop to discuss an emerging Pipeline Safety Management Systems (PSMS) national consensus standard. The workshop will include participation from all major pipeline sectors, state and Federal regulators, the National Transportation Safety Board, and public safety advocates. This workshop will translate the concepts explored in the first PSMS workshop by detailing how those concepts are advanced in the emerging standard.",79 FR 34392, 2014-14001,https://www.federalregister.gov/documents/2014/06/16/2014-14001/pipeline-safety-public-workshop-on-pipeline-safety-management-systems,https://www.govinfo.gov/content/pkg/FR-2014-06-16/pdf/2014-14001.pdf,06/16/2014
"Hazardous Materials: Notice of Availability of Draft Environmental Assessment and Request for Public Comment for a Special Permit Relating to the Transport of Precursor Chemicals From Syria in Port Arthur, Texas",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"This notice informs the public of the availability of a draft environmental assessment in support of a special permit application that would allow offloading and the transport by highway of hazardous materials in non-DOT Specification Packaging in Port Arthur, Texas. PHMSA requests public comment on the draft environmental assessment.",79 FR 33802, 2014-13685,https://www.federalregister.gov/documents/2014/06/12/2014-13685/hazardous-materials-notice-of-availability-of-draft-environmental-assessment-and-request-for-public,https://www.govinfo.gov/content/pkg/FR-2014-06-12/pdf/2014-13685.pdf,06/12/2014
Office of Hazardous Materials Safety; List of Applications Delayed More Than 180 Days,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the requirements of 49 U.S.C. 5117(c), PHMSA is publishing the following list of special permit applications that have been in process for 180 days or more. The reason(s) for delay and the expected completion date for action on each application is provided in association with each identified application.",79 FR 31405, 2014-12439,https://www.federalregister.gov/documents/2014/06/02/2014-12439/office-of-hazardous-materials-safety-list-of-applications-delayed-more-than-180-days,https://www.govinfo.gov/content/pkg/FR-2014-06-02/pdf/2014-12439.pdf,06/02/2014
Office of Hazardous Materials Safety; Notice of Applications for Modification of Special Permit,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations (49 CFR Part 107, Subpart B), notice is hereby, given that the Office of Hazardous Materials Safety has received the applications described herein. This notice is abbreviated to expedite docketing and public notice. Because the sections affected, modes of transportation, and the nature of application have been shown in earlier Federal Register publications, they are not repeated here. Requests for modification of special permits (e.g. to provide for additional hazardous materials, packaging design changes, additional mode of transportation, etc) are described in footnotes to the application number. Application numbers with the suffix ``M'' denote a modification request. These applications have been separated from the new application for special permits to facilitate processing.",79 FR 31406, 2014-12436,https://www.federalregister.gov/documents/2014/06/02/2014-12436/office-of-hazardous-materials-safety-notice-of-applications-for-modification-of-special-permit,https://www.govinfo.gov/content/pkg/FR-2014-06-02/pdf/2014-12436.pdf,06/02/2014
